,Unnamed: 0,abstract,lead_paragraph,headline,keywords,pub_date,news_desk,word_count,lead_paragraph_sw,lead_paragraph_sw_stem,date
89,3701,"The studies each aim to enroll 30,000 people and determine whether the vaccines are safe and effective.",[Read more on Moderna__ Covid-19 vaccine.],"{'main': 'Moderna and Pfizer Begin Late-Stage Vaccine Trials', 'kicker': None, 'content_kicker': None, 'print_headline': 'Late-Stage Trials Start for 2 Vaccines; Each Study Needs 30,000 Volunteers', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Clinical Trials', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Public-Private Sector Cooperation', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'RNA (Ribonucleic Acid)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Immune System', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Moderna Inc', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institute of Allergy and Infectious Diseases', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Pfizer Inc', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institutes of Health', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Fauci, Anthony S', 'rank': 12, 'major': 'N'}, {'name': 'persons', 'value': 'Collins, Francis S', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-healthcare', 'rank': 14, 'major': 'N'}]",2020-07-27T18:33:25+0000,Science,1006,[Read Moderna__ Covid-19 vaccine.],[read moderna_?covid-19 vaccine.],2020-07-27
90,3723,"During a visit to a North Carolina biotechnology lab, President Trump urged Americans to practice social distancing, and said there had been __remendous_?progress toward developing a vaccine.","During a visit to a North Carolina biotechnology lab, President Trump urged Americans to practice social distancing, and said there had been __remendous_?progress toward developing a vaccine.","{'main': 'Trump Boasts About Progress Toward a Coronavirus Vaccine', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'North Carolina', 'rank': 5, 'major': 'N'}]",2020-07-27T21:56:06+0000,,0,"During visit North Carolina biotechnology lab, President Trump urged Americans practice social distancing, said __remendous_?progress toward developing vaccine.","dure visit north carolina biotechnolog lab, presid trump urg american practic social distancing, said __remendous_?progress toward develop vaccine.",2020-07-27
91,3898,This coronavirus vaccine developed by government researchers and Moderna enabled the animals to quickly clear the infection from their lungs.,[Read more on Moderna__ Covid-19 vaccine.],"{'main': 'Moderna Vaccine Test in Monkeys Shows Promise', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Moderna Inc', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Tests (Medical)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Monkeys and Apes', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institute of Allergy and Infectious Diseases', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'New England Journal of Medicine', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Vaccine (Journal)', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-healthcare', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 11, 'major': 'N'}]",2020-07-28T21:47:04+0000,Science,686,[Read Moderna__ Covid-19 vaccine.],[read moderna_?covid-19 vaccine.],2020-07-28
92,4056,"Certain vaccines may provide broad protection against infections. But new research doesn__ prove these vaccines can turn back the coronavirus, experts said.","Billions of dollars are being invested in the development of vaccines against the coronavirus. Until one arrives, many scientists have turned to tried-and-true vaccines to see whether they may confer broad protection, and may reduce the risk of coronavirus infection, as well.","{'main': 'Old Vaccines May Stop the Coronavirus, Study Hints. Scientists Are Skeptical.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Are Past Vaccinations a Shield? It__ Doubtful', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'your-feed-science', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Immune System', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Mayo Clinic', 'rank': 5, 'major': 'N'}]",2020-07-29T21:43:39+0000,Science,844,"Billions dollars invested development vaccines coronavirus. Until one arrives, many scientists turned tried-and-true vaccines see whether may confer broad protection, may reduce risk coronavirus infection, well.","billion dollar invest develop vaccin coronavirus. until one arrives, mani scientist turn tried-and-tru vaccin see whether may confer broad protection, may reduc risk coronaviru infection, well.",2020-07-29
93,4126,It__ the second study in a week to report promising results in monkeys for a vaccine candidate. But the real test will come with human trials that are now underway.,An experimental coronavirus vaccine developed by Johnson & Johnson protected monkeys from infection in a new study. It is the second vaccine candidate to show promising results in monkeys this week.,"{'main': 'Johnson & Johnson__ Coronavirus Vaccine Protects Monkeys, Study Finds', 'kicker': None, 'content_kicker': None, 'print_headline': 'Vaccine Delivered in Single Dose Shields Monkeys From Coronavirus, Study Finds', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'your-feed-science', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Monkeys and Apes', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Nature (Journal)', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Johnson & Johnson', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Moderna Inc', 'rank': 9, 'major': 'N'}]",2020-07-30T09:00:28+0000,Science,893,An experimental coronavirus vaccine developed Johnson & Johnson protected monkeys infection new study. It second vaccine candidate show promising results monkeys week.,An experiment coronaviru vaccin develop johnson & johnson protect monkey infect new study. It second vaccin candid show promis result monkey week.,2020-07-30
94,4357,The arrangement brings the Trump administration__ investment in coronavirus vaccine projects to more than $8 billion. The head of the federal effort is a former GSK executive.,"The French drug maker Sanofi said on Friday that it had secured an agreement of up to $2.1 billion to supply the U.S. federal government with 100 million doses of its experimental coronavirus vaccine, the largest such deal announced to date.","{'main': 'Sanofi and GlaxoSmithKline Snag Biggest Coronavirus Vaccine Deal Yet', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'your-feed-science', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Conflicts of Interest', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Public-Private Sector Cooperation', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'GlaxoSmithKline PLC', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Sanofi SA', 'rank': 8, 'major': 'N'}]",2020-07-31T11:13:14+0000,Science,712,"The French drug maker Sanofi said Friday secured agreement $2.1 billion supply U.S. federal government 100 million doses experimental coronavirus vaccine, largest deal announced date.","the french drug maker sanofi said friday secur agreement $2.1 billion suppli u.s. feder govern 100 million dose experiment coronaviru vaccine, largest deal announc date.",2020-07-31
95,24,"The world__ largest vaccine producer, the Serum Institute, announced a plan to make hundreds of millions of doses of an unproven inoculation. It__ a gamble with a huge upside. And huge risks.","PUNE, India _?In early May, an extremely well-sealed steel box arrived at the cold room of the Serum Institute of India, the world__ largest vaccine maker.","{'main': 'Indian Billionaires Bet Big on Head Start in Coronavirus Vaccine Race', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Indian Family Betting a Fortune on a Vaccine', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Serum Institute of India', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'India', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'AstraZeneca PLC', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Oxford University', 'rank': 7, 'major': 'N'}]",2020-08-01T09:00:27+0000,Foreign,1825,"PUNE, India _?In early May, extremely well-sealed steel box arrived cold room Serum Institute India, world__ largest vaccine maker.","pune, india _?In earli may, extrem well-seal steel box arriv cold room serum institut india, world_?largest vaccin maker.",2020-08-01
96,111,Here__ what you need to know.,(Want to get this briefing by email? Here__ the sign-up.),"{'main': 'Vaccine, TikTok, SpaceX: Your Monday Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus Reopenings', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'rank': 3, 'major': 'N'}]",2020-08-02T19:57:04+0000,NYTNow,1629,(Want get briefing email? Here__ sign-up.),(want get brief email? here_?sign-up.),2020-08-02
97,139,Operation Warp Speed has moved along at a rapid clip. But some people involved in the process fear pressure to deliver an October surprise for President Trump.,"In April, with hospitals overwhelmed and much of the United States in lockdown, the Department of Health and Human Services produced a presentation for the White House arguing that rapid development of a coronavirus vaccine was the best hope to control the pandemic.","{'main': 'Scientists Worry About Political Influence Over Coronavirus Vaccine Project', 'kicker': None, 'content_kicker': None, 'print_headline': 'Scientist Fret as White House Rushes Vaccine', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Public-Private Sector Cooperation', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Conflicts of Interest', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'Health and Human Services Department', 'rank': 12, 'major': 'N'}, {'name': 'persons', 'value': 'Kushner, Jared', 'rank': 13, 'major': 'N'}, {'name': 'persons', 'value': 'Hahn, Stephen M (1960- )', 'rank': 14, 'major': 'N'}, {'name': 'persons', 'value': 'Azar, Alex M II', 'rank': 15, 'major': 'N'}, {'name': 'persons', 'value': 'Birx, Deborah L', 'rank': 16, 'major': 'N'}, {'name': 'persons', 'value': 'Fauci, Anthony S', 'rank': 17, 'major': 'N'}, {'name': 'persons', 'value': 'Slaoui, Moncef M', 'rank': 18, 'major': 'N'}, {'name': 'organizations', 'value': 'Moderna Inc', 'rank': 19, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 20, 'major': 'N'}, {'name': 'subject', 'value': 'Polls and Public Opinion', 'rank': 21, 'major': 'N'}]",2020-08-03T00:13:16+0000,Washington,2389,"In April, hospitals overwhelmed much United States lockdown, Department Health Human Services produced presentation White House arguing rapid development coronavirus vaccine best hope control pandemic.","In april, hospit overwhelm much unit state lockdown, depart health human servic produc present white hous argu rapid develop coronaviru vaccin best hope control pandemic.",2020-08-03
98,167,Scientists need to show us the data. And that__ exactly what they__e working on.,"Coronavirus vaccines are rapidly advancing through the development pipeline. The University of Oxford__ vaccine is in large trials in Britain, Brazil and South Africa. In the United States, researchers just began enrolling around 30,000 volunteers to test Moderna__ vaccine, and more trials are starting every day. Operation Warp Speed has set an ambitious goal of delivering 300 million doses of a safe, effective vaccine by January.","{'main': 'I__ Need Evidence Before I__ Get a Covid-19 Vaccine. It Doesn__ Exist Yet.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Waiting for a Viable Vaccine', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Immune System', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Polls and Public Opinion', 'rank': 6, 'major': 'N'}]",2020-08-03T09:00:14+0000,OpEd,1225,"Coronavirus vaccines rapidly advancing development pipeline. The University Oxford__ vaccine large trials Britain, Brazil South Africa. In United States, researchers began enrolling around 30,000 volunteers test Moderna__ vaccine, trials starting every day. Operation Warp Speed set ambitious goal delivering 300 million doses safe, effective vaccine January.","coronaviru vaccin rapidli advanc develop pipeline. the univers oxford_?vaccin larg trial britain, brazil south africa. In unit states, research began enrol around 30,000 volunt test moderna_?vaccine, trial start everi day. oper warp speed set ambiti goal deliv 300 million dose safe, effect vaccin january.",2020-08-03
99,409,The company has received a $1.6 billion grant from the government__ Operation Warp Speed to have 100 million doses ready by early 2021.,"Novavax, the little-known Maryland company that received a $1.6 billion deal from the federal government for its experimental coronavirus vaccine, announced encouraging results in two preliminary studies on Tuesday.","{'main': 'Scientists Are Optimistic About New Vaccine Studies From Novavax', 'kicker': None, 'content_kicker': None, 'print_headline': 'Drugmaker That Got $1.6 Billion From U.S. Sees Promising Results in Vaccine Trials', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Clinical Trials', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Public-Private Sector Cooperation', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Immune System', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Novavax Inc', 'rank': 7, 'major': 'N'}]",2020-08-04T20:05:29+0000,Science,1060,"Novavax, little-known Maryland company received $1.6 billion deal federal government experimental coronavirus vaccine, announced encouraging results two preliminary studies Tuesday.","novavax, little-known maryland compani receiv $1.6 billion deal feder govern experiment coronaviru vaccine, announc encourag result two preliminari studi tuesday.",2020-08-04
100,425,Here__ what you need to know at the end of the day.,(Want to get this briefing by email? Here__ the sign-up.),"{'main': 'Vaccine, Beirut, Census: Your Tuesday Evening Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Beirut (Lebanon)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hurricanes and Tropical Storms', 'rank': 3, 'major': 'N'}]",2020-08-04T22:10:18+0000,NYTNow,1269,(Want get briefing email? Here__ sign-up.),(want get brief email? here_?sign-up.),2020-08-04
101,480,How do you sign up for a trial? Who is eligible? Will you be paid? Could an experimental shot protect you? Could you get sick? Who covers the costs if you do? Here__ what you need to know.,Maybe you are an altruist looking for a way to help fight the coronavirus. Maybe you are hoping to be among the first to try an experimental vaccine. Or maybe you are just bored or could use a few hundred dollars.,"{'main': 'Do You Want to Be a Vaccine Volunteer?', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Immune System', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Placebos', 'rank': 5, 'major': 'N'}]",2020-08-05T09:00:41+0000,Express,1139,Maybe altruist looking way help fight coronavirus. Maybe hoping among first try experimental vaccine. Or maybe bored could use hundred dollars.,mayb altruist look way help fight coronavirus. mayb hope among first tri experiment vaccine. Or mayb bore could use hundr dollars.,2020-08-05
102,615,A letter signed by nearly 400 health experts asked the agency to use its vaccine advisory panel when reviewing data on coronavirus trials.,A coalition of leading public health experts urged the Food and Drug Administration on Wednesday night to conduct full safety and efficacy reviews of potential coronavirus vaccines before making the products widely available to the public.,"{'main': 'Health Experts to F.D.A.: Make Your Vaccine Deliberations Public', 'kicker': None, 'content_kicker': None, 'print_headline': 'Experts Implore the F.D.A.: Make Deliberations Public', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Clinical Trials', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Hahn, Stephen M (1960- )', 'rank': 7, 'major': 'N'}]",2020-08-06T01:43:12+0000,Science,644,A coalition leading public health experts urged Food Drug Administration Wednesday night conduct full safety efficacy reviews potential coronavirus vaccines making products widely available public.,A coalit lead public health expert urg food drug administr wednesday night conduct full safeti efficaci review potenti coronaviru vaccin make product wide avail public.,2020-08-06
103,752,"Readers say we need to make sure any vaccine is safe, and remind us that for now masks and distancing are reliable.",To the Editor:,"{'main': 'Needed: A Safe Vaccine, Masks and Face Shields', 'kicker': 'letters', 'content_kicker': None, 'print_headline': 'A Safe Vaccine, Masks and Face Shields', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Masks', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Protective Clothing and Gear', 'rank': 4, 'major': 'N'}]",2020-08-06T19:34:06+0000,Letters,383,To Editor:,To editor:,2020-08-06
104,902,"We__e developing a coronavirus vaccine with historic speed, but we can__ skip steps.","We__e developing a coronavirus vaccine with historic speed, but we can__ skip steps.","{'main': 'Covid Update: Don__ Rush the Vaccine', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-opinionvideo', 'rank': 4, 'major': 'N'}]",2020-08-07T15:42:40+0000,,0,"We__e developing coronavirus vaccine historic speed, can__ skip steps.","we__ develop coronaviru vaccin histor speed, can__ skip steps.",2020-08-07
105,938,"To save lives, and save the economy, we need another lockdown.",In just weeks we could almost stop the viral fire that has swept across this country over the past six months and continues to rage out of control. It will require sacrifice but save many thousands of lives.,"{'main': 'Here__ How to Crush the Virus Until Vaccines Arrive', 'kicker': None, 'content_kicker': None, 'print_headline': 'Here__ How to Crush the Virus Until Vaccines Arrive', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Contact Tracing (Public Health)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Economy', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Quarantines', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Disease Rates', 'rank': 6, 'major': 'N'}]",2020-08-07T19:16:53+0000,OpEd,1346,In weeks could almost stop viral fire swept across country past six months continues rage control. It require sacrifice save many thousands lives.,In week could almost stop viral fire swept across countri past six month continu rage control. It requir sacrific save mani thousand lives.,2020-08-07
106,960,"Before the federal government announced an order for millions of doses of a still unproven vaccine, its top doctor sounded a note of caution.","For Canadians anxiously craving an inoculation against the coronavirus, this week brought both optimism and words of sobering caution.","{'main': 'Canada Has Placed Its First Vaccine Order, but Don__ Expect a __ilver Bullet_?, 'kicker': 'CANADA LeTTER', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Canada', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Quarantines', 'rank': 5, 'major': 'N'}]",2020-08-07T22:13:52+0000,Foreign,1026,"For Canadians anxiously craving inoculation coronavirus, week brought optimism words sobering caution.","for canadian anxious crave inocul coronavirus, week brought optim word sober caution.",2020-08-07
107,1072,"Inovio, a Pennsylvania biotech company, has spent years claiming to be on the cusp of important vaccines. It has never brought one to market.","As the deadly new virus spread globally, Inovio Pharmaceuticals, a small biotech company in Pennsylvania, rushed to develop a vaccine. After announcing promising early results, Inovio__ stock soared more than 1,000 percent. Riding the momentum, the company sold more shares to the public.","{'main': 'This Company Boasted to Trump About Its Covid-19 Vaccine. Experts Are Skeptical.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Experts Cast Dubious Eye On Promise Of Vaccine', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Inovio Pharmaceuticals', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Factories and Manufacturing', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Defense Department', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Gates, Bill and Melinda, Foundation', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Health and Human Services Department', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'DNA (Deoxyribonucleic Acid)', 'rank': 10, 'major': 'N'}]",2020-08-09T11:00:13+0000,Business,1585,"As deadly new virus spread globally, Inovio Pharmaceuticals, small biotech company Pennsylvania, rushed develop vaccine. After announcing promising early results, Inovio__ stock soared 1,000 percent. Riding momentum, company sold shares public.","As deadli new viru spread globally, inovio pharmaceuticals, small biotech compani pennsylvania, rush develop vaccine. after announc promis earli results, inovio_?stock soar 1,000 percent. ride momentum, compani sold share public.",2020-08-09
108,1301,"The country became the first in the world to approve a possible vaccine against the virus, despite warnings from the global authorities against cutting corners.","MOSCOW _?Russia has become the first country in the world to approve a vaccine for the coronavirus, President Vladimir V. Putin announced on Tuesday, though global health authorities say the vaccine has yet to complete critical, late-stage clinical trials to determine its safety and effectiveness.","{'main': 'Russia Approves Coronavirus Vaccine Before Completing Tests', 'kicker': None, 'content_kicker': None, 'print_headline': 'Putin Says Russia Is First to Approve Vaccine, but Skepticism Abounds', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Russia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Putin, Vladimir V', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Dmitriev, Kirill A (1975- )', 'rank': 6, 'major': 'N'}]",2020-08-11T11:15:22+0000,Foreign,1482,"MOSCOW _?Russia become first country world approve vaccine coronavirus, President Vladimir V. Putin announced Tuesday, though global health authorities say vaccine yet complete critical, late-stage clinical trials determine safety effectiveness.","moscow _?russia becom first countri world approv vaccin coronavirus, presid vladimir V. putin announc tuesday, though global health author say vaccin yet complet critical, late-stag clinic trial determin safeti effectiveness.",2020-08-11
109,1347,"Politics has been driving the race for a vaccine, in both Russia and the U.S., readers say. __n ineffective vaccine will only add fuel to the anti-vaxxer agenda,_?a pediatrician writes.",To the Editor:,"{'main': 'Worries About Rushing a Covid Vaccine', 'kicker': 'letters', 'content_kicker': None, 'print_headline': 'Worries About Rushing a Covid Vaccine', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Putin, Vladimir V', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 7, 'major': 'N'}]",2020-08-11T17:14:13+0000,Letters,737,To Editor:,To editor:,2020-08-11
